Estación|Nombre estación|Red|Nombre red|Canales|Instrumentos|Región|Provincia|Comuna|Inicio registros|Término registros|Latitud|Longitud|Datum|Elevación
DG11|Psje Santa Clara|C1|CSN|BHZ;HHE;HHN;HHZ;LCE;LCQ;LHZ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;trillium_compact_OBS_SIO/Quanterra 330 Linear Phas;Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,|Metropolitana de Santiago|Santiago|La Florida|2013-09-25|2014-04-02|-33.5341|-70.5844|WGS84|663.2
DG13|Frank Lloyd Wright 1219, Vitacura|C1|CSN|HHE;HHN;HHZ;LCE;LCQ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;trillium_compact_OBS_SIO/Quanterra 330 Linear Phas|Metropolitana de Santiago|Santiago|Vitacura|2013-10-25|2014-09-03|-33.3934|-70.5671|WGS84|751.0
IN40|Jardin Semillas|C1|CSN|BHZ;HHE;HHN;HHZ;LHZ|Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,|Coquimbo|Elqui|Coquimbo|2018-06-13|2019-09-03|-29.966337|-71.249743|WGS84|157.7
IN41|Estanque Aguas del Valle|C1|CSN|BHZ;HHE;HHN;HHZ;LHZ|Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,|Coquimbo|Elqui|Coquimbo|2018-06-13|2019-09-10|-30.00262|-71.315685|WGS84|171.0
LC01|Cunco|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Nanometrics Trillium 120 Sec Response/Quanterra 33|La Araucanía|Cautín|Cunco|2014-01-16|2599-12-31|-38.89752|-71.87605|WGS84|406.0
LC02|PUERTO SAAVEDRA|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1;Trillium 40, 40 s, 1553 V/m/s-Q330SR, gain 1;CMG-5T, DC_100 s,  1.02041 V/m/s**2;Episensor, DC to >200 Hz,  20V differential full s|La Araucanía|Cautín|Saavedra|2015-06-28|2017-07-02|-38.79189|-73.39471|WGS84|67.0
LC09|Licanray|C1|CSN|BHZ;HHE;HHN;HHZ;LHZ|Trillium Compact, 120 s, 754 V/m/s-Q330SR, gain 1,|La Araucanía|Cautín|Villarrica|2017-04-27|2599-12-31|-39.486146|-72.153133|WGS84|213.0
LL01|San Ignacio de Huinay|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Los Lagos|Palena|Hualaihué|2013-09-27|2599-12-31|-42.37872|-72.41254|WGS84|97.0
LL02|Futaleufu|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Los Lagos|Palena|Futaleufú|2014-09-12|2599-12-31|-43.19055|-71.84838|WGS84|368.0
LL03|Lodge Petrohue|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Lagos|Llanquihue|Puerto Varas|2015-03-12|2599-12-31|-41.1384|-72.40336|WGS84|227.0
LL04|Puerto Octay|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Lagos|Osorno|Puerto Octay|2015-02-17|2599-12-31|-40.90972|-72.40817|WGS84|247.0
LL05|Los Muermos|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Lagos|Llanquihue|Los Muermos|2015-02-04|2599-12-31|-41.405341|-73.47445|WGS84|208.0
LL06|Loncomilla|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Lagos|Chiloé|Dalcahue|2015-03-18|2599-12-31|-42.215136|-73.628348|WGS84|180.0
LL07|Hotel Espejo de Luna|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Lagos|Chiloé|Queilén|2015-02-03|2599-12-31|-42.83235|-73.47785|WGS84|53.5
LR02|Universidad Austral|C1|CSN|BNZ;HNE;HNN;HNZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,|Los Ríos|Valdivia|Valdivia|2015-08-14|2599-12-31|-39.80608|-73.25045|WGS84|67.2
LR03|Panguipulli|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 4|Los Ríos|Valdivia|Panguipulli|2015-08-29|2599-12-31|-39.632184|-72.345701|WGS84|253.2
LR04|Corral|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Ríos|Valdivia|Corral|2015-09-13|2599-12-31|-39.88019|-73.425822|WGS84|93.6
LR05|Currine|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Los Ríos|Ranco|Futrono|2016-01-14|2599-12-31|-40.229975|-72.0044|WGS84|203.5
MA02|Panimavida|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Nanometrics Trillium 120 Sec Response/Quanterra 33|Maule|Linares|Colbún|2013-07-22|2013-11-10|-35.7626|-71.4181|WGS84|237.0
ME03|Universidad Adolfo Ibanez|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Nanometrics Trillium 120 Sec Response/Quanterra 33;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Santiago|Peñalolén|2013-07-10|2014-04-22|-33.4936|-70.5102|WGS84|1087.0
ME05|Cerro Colorado - Renca|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Metropolitana de Santiago|Santiago|Renca|2013-10-22|2014-04-10|-33.3919|-70.7381|WGS84|765.0
ME06|Santa Lucia|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Metropolitana de Santiago|Chacabuco|Colina|2013-10-29|2013-12-31|-33.3404|-70.6428|WGS84|616.0
MG01|Puerto Williams|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Magallanes y de la Antártica Chilena|Antártica Chilena|Cabo de Hornos|2013-11-01|2599-12-31|-54.9322|-67.63|WGS84|57.0
MG02|Cerro Sombrero|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Magallanes y de la Antártica Chilena|Tierra del Fuego|Primavera|2014-12-20|2599-12-31|-52.7808|-69.2242|WGS84|82.0
MG03|Isla Dawson|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Magallanes y de la Antártica Chilena|Magallanes|Punta Arenas|2015-05-11|2599-12-31|-53.84798|-70.46275|WGS84|83.0
MG04|Riesco|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  5V differential full sc;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Magallanes y de la Antártica Chilena|Magallanes|Río Verde|2015-02-14|2599-12-31|-52.857232|-71.569992|WGS84|82.0
MG05|Puerto Natales|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  5V differential full sc;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 4|Magallanes y de la Antártica Chilena|Última Esperanza|Natales|2015-02-19|2599-12-31|-51.6784|-72.5032|WGS84|99.0
ML02|Panimavida|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Maule|Linares|Colbún|2014-11-06|2599-12-31|-35.7626|-71.4181|WGS84|196.4
ML03|Chanco|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|Episensor, DC to >200 Hz,  20V differential full s;Trillium Horizon 120, 120 s, 1200 V/m/s-Q330S+, ga|Maule|Cauquenes|Chanco|2020-01-29|2599-12-31|-35.717189|-72.42244|WGS84|274.0
MT01|Daracena|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0|Metropolitana de Santiago|Melipilla|Melipilla|2014-01-14|2599-12-31|-33.8641|-71.2509|WGS84|310.0
MT02|Curacavi|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;CMG-5TC, DC_100 s,  1.02 V/m/s**2, 2g clip level,;Nanometrics Trillium 120 Sec Response/Quanterra 33|Metropolitana de Santiago|Melipilla|Curacaví|2014-01-15|2599-12-31|-33.259173|-71.137783|WGS84|323.0
MT03|Universidad Adolfo Ibanez|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Nanometrics Trillium 120 Sec Response/Quanterra 33;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0|Metropolitana de Santiago|Santiago|Peñalolén|2014-04-22|2599-12-31|-33.4936|-70.5102|WGS84|1087.0
MT04|Olivares|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  20V differential full s;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Metropolitana de Santiago|Cordillera|San José de Maipo|2017-01-26|2599-12-31|-33.404514|-70.137244|WGS84|2082.0
MT05|Cerro Colorado - Renca|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Metropolitana de Santiago|Santiago|Renca|2014-04-10|2599-12-31|-33.3919|-70.7381|WGS84|765.0
MT07|Cerro El Roble|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Valparaíso|Quillota|Hijuelas|2014-01-10|2599-12-31|-32.975956|-71.015636|WGS84|2234.0
MT08|Bocatoma Colorado|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Episensor, DC to >200 Hz,  20V differential full s;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Metropolitana de Santiago|Cordillera|San José de Maipo|2017-01-26|2599-12-31|-33.44585|-70.01724|WGS84|2085.0
MT09|Talagante|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Metropolitana de Santiago|Talagante|Isla de Maipo|2014-10-20|2599-12-31|-33.77622|-70.98867|WGS84|1371.0
MT10|Hacienda Santa Martina|C1|CSN|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;LLE;LLN;LLZ;UHE;UHN;UHZ;VHE;VHN;VHZ|STS-2.5, 120s, 1500 V/m/s-Q330S+, gain 1, 100 sps,;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Santiago|Lo Barnechea|2017-01-20|2599-12-31|-33.27279|-70.53723|WGS84|1410.0
MT12|Pirque|C1|CSN|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;UHE;UHN;UHZ;VHE;VHN;VHZ|STS-2.5, 120s, 1500 V/m/s-Q330S+, gain 1, 100 sps,;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Cordillera|Pirque|2017-01-11|2599-12-31|-33.73273|-70.54869|WGS84|727.1
MT13|San Alfonso|C1|CSN|BHE;BHN;BHZ;BNE;BNN;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Metropolitana de Santiago|Cordillera|San José de Maipo|2017-02-03|2599-12-31|-33.7435|-70.28609|WGS84|1198.6
MT14|Calan|C1|CSN|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;LLE;LLN;LLZ|STS-2.5, 120s, 1500 V/m/s-Q330S+, gain 1, 100 sps,;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Santiago|Las Condes|2017-08-17|2599-12-31|-33.39573|-70.536232|WGS84|855.5
MT15|Las Vizcachas|C1|CSN|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|Trillium 120Q, 120 s, 1202 V/m/s-Q330S+, gain 1, 1;Trillium 120 Posthole, generation 3, 120 s, 1203 V;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Cordillera|Puente Alto|2017-10-20|2599-12-31|-33.599397|-70.506261|WGS84|784.4
MT16|CCHEN|C1|CSN|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ|STS-5A, 120s, 1500 V/m/s-Q330S+, gain 1, 100 sps,|Metropolitana de Santiago|Santiago|Las Condes|2017-12-05|2599-12-31|-33.42848|-70.523351|WGS84|780.0
MT17|Los Maitenes|C1|CSN|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ|Trillium 120P, 120 s, 1201 V/m/s-Q330S+, gain 1, 1;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Cordillera|San José de Maipo|2017-12-12|2599-12-31|-33.549285|-70.283749|WGS84|1107.2
MT18|Casona|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;VHE;VHN;VHZ|Trillium 40, 40 s, 1553 V/m/s-Q330SR, gain 1, 100;Episensor, DC to >200 Hz,  20V differential full s|Metropolitana de Santiago|Santiago|Santiago|2018-03-07|2599-12-31|-33.4631|-70.66439|WGS84|525.0
TA01|Daracena|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Tarapacá|Iquique|Iquique|2013-11-21|2599-12-31|-20.56569|-70.18072|WGS84|75.0
TA02|Huaiquique|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;CMG-5TC, DC_100 s,  1.02 V/m/s**2, 2g clip level,;Nanometrics Trillium 120 Sec Response/Quanterra 33|Tarapacá|Iquique|Iquique|2014-02-24|2018-09-05|-20.270526|-70.131035|WGS84|22.3
V25A||C1|CSN|HNE;HNN;HNZ|FBA-EST/10.0/g=1|Valparaíso|Valparaíso|Casablanca|2014-01-01|2599-12-31|-33.194085|-71.702629|WGS84|3.3
VA01|Torpederas|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Valparaíso|Valparaíso|Valparaíso|2013-09-05|2599-12-31|-33.022813|-71.647523|WGS84|75.6
VA03|San Esteban|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|CMG-5T, DC_100 s,  1.02 V/m/s**2, 2g clip level, 2;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0;Quanterra 330 Linear Phase Composite|Valparaíso|Los Andes|San Esteban|2013-11-28|2599-12-31|-32.7637|-70.5508|WGS84|1053.0
VA04|Juan Fernandez|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 0;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Nanometrics Trillium 120 Sec Response/Quanterra 33|Valparaíso|Valparaíso|Juan Fernández|2014-05-27|2599-12-31|-33.6427|-78.8299|WGS84|137.1
VA05|Santo Domingo|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|Trillium 120 Posthole, generation 3, 120 s, 1203 V;CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Valparaíso|San Antonio|Santo Domingo|2014-10-22|2020-06-10|-33.65711|-71.61428|WGS84|80.0
VA06|CATAPILCO|C1|CSN|BHE;BHN;BHZ;BNZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LHE;LHN;LHZ;UHE;UHN;UHZ;VHE;VHN;VHZ|CMG-5T, DC_100 s,  0.255 V/m/s**2, 4g clip level,;Trillium 120P, 120 s, 1201 V/m/s-Q330SR, gain 1, 1|Valparaíso|Petorca|Zapallar|2015-09-11|2599-12-31|-32.56117|-71.29765|WGS84|80.0
HMBCX|Plate Boundary Station Plate Boundary Station HMBCX, Chile|CX|Plate Boundary Project, GFZ Potsdam, Germany|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;VHE;VHN;VHZ|GFZ:CX1980:STS-2/N/g=1500;GFZ:CX1980:FBA-EST/10.0/g=1|Tarapacá|Tamarugal|Pozo Almonte|2006-11-21|2599-12-31|-20.27822|-69.88791|WGS84|1152.0
MNMCX|Plate Boundary Station Plate Boundary Station MNMCX, Chile|CX|Plate Boundary Project, GFZ Potsdam, Germany|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;VHE;VHN;VHZ|GFZ:CX1980:STS-2/N/g=1500;GFZ:CX1980:FBA-EST/10.0/g=1|Tarapacá|Tamarugal|Huara|2006-11-27|2599-12-31|-19.13108|-69.59553|WGS84|2304.0
PATCX|Plate Boundary Station PATCX, Chile|CX|Plate Boundary Project, GFZ Potsdam, Germany|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;VHE;VHN;VHZ|GFZ:CX1980:STS-2/N/g=1500;GFZ:CX1980:FBA-EST/10.0/g=1|Tarapacá|Iquique|Iquique|2006-12-01|2599-12-31|-20.82071|-70.15288|WGS84|832.0
PB01|Plate Boundary Station Plate Boundary Station PB01, Chile|CX|Plate Boundary Project, GFZ Potsdam, Germany|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;VHE;VHN;VHZ|GFZ:CX1980:STS-2/N/g=1500;GFZ:CX1980:FBA-EST/10.0/g=1|Tarapacá|Tamarugal|Pozo Almonte|2006-02-21|2599-12-31|-21.04323|-69.4874|WGS84|900.0
PB02|Plate Boundary Station Plate Boundary Station PB02, Chile|CX|Plate Boundary Project, GFZ Potsdam, Germany|BHE;BHN;BHZ;BLE;BLN;BLZ;HHE;HHN;HHZ;HLE;HLN;HLZ;LHE;LHN;LHZ;LLE;LLN;LLZ;VHE;VHN;VHZ|GFZ:CX1980:STS-2/N/g=1500;GFZ:CX1980:FBA-EST/10.0/g=1|Tarapacá|Iquique|Iquique|2006-05-06|2599-12-31|-21.31973|-69.89603|WGS84|1015.0
